Total_Publications,Citations,h_Index,Field_Of_Study,Institution_Ranking,Avg_Authors_Per_Paper,Has_Won_Major_Award,Papers_In_Top_Journals,International_Collaborations,Years_Since_PhD,CoAuthor_Connections_With_Winners,Target
41.0,1234.0,30.0,Physics,108,1.66236384108206,0,2.0,0.0,39.0,0.0,No Win
49.0,203.0,25.0,Medicine,126,6.466424525766353,0,4.0,2.0,11.0,0.0,No Win
43.0,1654.0,20.0,Chemistry,50,1.0,1,6.0,2.0,14.0,1.0,No Win
36.0,3509.0,10.0,Economics,18,3.5334437142985435,0,2.0,3.0,22.0,1.0,No Win
43.0,817.0,30.0,Peace,33,2.513113777764893,0,2.0,1.0,11.0,0.0,No Win
45.0,1895.0,14.0,Chemistry,76,2.7725520978986578,0,3.0,3.0,20.0,2.0,No Win
35.0,,28.0,Chemistry,85,3.7536381574839286,1,3.0,4.0,11.0,1.0,No Win
39.0,718.0,35.0,Medicine,33,4.413076737606191,0,3.0,5.0,46.0,2.0,No Win
37.0,2028.0,30.0,Chemistry,100,3.357409926221748,1,4.0,1.0,41.0,0.0,No Win
40.0,989.0,13.0,Physics,48,1.927709578310378,0,4.0,3.0,14.0,1.0,No Win
46.0,1068.0,16.0,Physics,56,4.19415916727806,0,7.0,0.0,17.0,1.0,No Win
34.0,3699.0,13.0,Peace,83,4.230903021051175,0,1.0,3.0,46.0,1.0,No Win
40.0,3356.0,22.0,Medicine,55,,0,5.0,1.0,3.0,0.0,No Win
41.0,4570.0,22.0,Medicine,123,2.1244007104353404,0,2.0,4.0,28.0,0.0,No Win
42.0,,14.0,Physics,108,1.9882541245943788,0,3.0,3.0,35.0,0.0,No Win
47.0,1324.0,25.0,Physics,192,3.696090132036748,0,6.0,1.0,32.0,1.0,No Win
43.0,0.0,30.0,Peace,103,5.7748702745650045,0,5.0,0.0,29.0,0.0,No Win
43.0,1836.0,8.0,Medicine,23,1.0,0,1.0,1.0,35.0,1.0,No Win
31.0,1211.0,21.0,Chemistry,65,4.109262445577016,0,1.0,5.0,37.0,1.0,No Win
48.0,11.0,35.0,Peace,115,4.801743298953161,0,1.0,0.0,14.0,2.0,No Win
31.0,1184.0,14.0,Literature,170,3.827182289547905,0,3.0,2.0,1.0,1.0,No Win
45.0,185.0,31.0,Peace,62,3.0148891781550553,0,1.0,3.0,,0.0,No Win
25.0,963.0,9.0,Economics,80,2.851674165929673,0,1.0,2.0,10.0,2.0,No Win
51.0,2026.0,27.0,Literature,104,5.7535164420284595,0,4.0,1.0,37.0,0.0,No Win
43.0,4296.0,14.0,Literature,78,4.240834502087964,0,5.0,4.0,34.0,2.0,No Win
48.0,1619.0,35.0,Literature,170,3.158291901271876,0,,2.0,6.0,0.0,No Win
40.0,0.0,24.0,Medicine,155,6.629539558895477,0,2.0,1.0,34.0,0.0,No Win
32.0,2766.0,5.0,Chemistry,110,4.414669204157158,0,0.0,2.0,49.0,3.0,No Win
32.0,1096.0,22.0,Literature,69,6.351458941759178,0,3.0,2.0,5.0,0.0,No Win
44.0,2788.0,11.0,Chemistry,164,4.202015042181566,1,2.0,0.0,48.0,3.0,No Win
48.0,5016.0,41.0,Economics,174,,0,2.0,4.0,30.0,1.0,No Win
45.0,1156.0,33.0,Chemistry,137,5.148403572657596,0,3.0,1.0,25.0,1.0,No Win
36.0,2717.0,20.0,Economics,14,1.0,0,5.0,3.0,45.0,1.0,No Win
35.0,4138.0,24.0,Chemistry,17,5.497982742397205,0,3.0,0.0,11.0,0.0,No Win
37.0,2651.0,35.0,Physics,4,5.7302501476855205,0,1.0,1.0,15.0,0.0,No Win
30.0,2822.0,37.0,Chemistry,167,4.5047598016700965,1,1.0,2.0,20.0,0.0,No Win
43.0,2065.0,11.0,Chemistry,72,3.7588592539705,0,5.0,4.0,16.0,1.0,No Win
44.0,2614.0,31.0,Medicine,69,1.6239493620301673,1,4.0,2.0,17.0,6.0,No Win
41.0,3769.0,22.0,Literature,194,4.472029093805512,0,2.0,3.0,7.0,0.0,No Win
40.0,2032.0,39.0,Chemistry,165,3.839832331856839,0,2.0,4.0,17.0,0.0,No Win
31.0,894.0,41.0,Physics,1,4.979822623586008,1,3.0,0.0,21.0,0.0,No Win
41.0,1319.0,35.0,Chemistry,102,5.3599648287088995,0,4.0,3.0,41.0,0.0,No Win
39.0,34.0,24.0,Economics,91,11.927472312960639,0,6.0,3.0,7.0,1.0,No Win
44.0,1099.0,9.0,Literature,39,4.663446280905506,0,3.0,2.0,20.0,1.0,No Win
35.0,1757.0,21.0,Medicine,148,6.458898474135226,0,,2.0,10.0,0.0,No Win
40.0,0.0,9.0,Physics,153,7.33654035114925,0,1.0,3.0,41.0,1.0,No Win
45.0,545.0,18.0,Economics,157,4.836621055237613,0,4.0,4.0,36.0,3.0,No Win
38.0,3298.0,21.0,Economics,117,4.39240483962753,0,1.0,0.0,39.0,2.0,No Win
48.0,1201.0,5.0,Medicine,149,6.9007101440795235,0,5.0,1.0,,0.0,No Win
35.0,3601.0,26.0,Physics,142,3.789713740615683,0,4.0,2.0,41.0,1.0,No Win
47.0,5202.0,42.0,Economics,130,6.057514757992755,0,3.0,3.0,47.0,0.0,No Win
44.0,831.0,25.0,Medicine,161,3.9610996554403926,0,2.0,2.0,18.0,1.0,No Win
48.0,2308.0,23.0,Medicine,46,1.0,0,2.0,3.0,10.0,0.0,No Win
35.0,450.0,20.0,Physics,95,5.613853712589766,0,5.0,2.0,4.0,1.0,No Win
38.0,1960.0,29.0,Literature,30,6.994231431843981,0,3.0,4.0,32.0,2.0,No Win
41.0,1686.0,17.0,Economics,103,1.0,0,6.0,3.0,1.0,0.0,No Win
40.0,1860.0,34.0,Chemistry,141,3.0609507546385477,0,3.0,0.0,13.0,1.0,No Win
41.0,1306.0,19.0,Economics,54,6.8952094595727305,0,1.0,3.0,42.0,1.0,No Win
51.0,168.0,21.0,Peace,158,5.090688249126808,0,1.0,1.0,29.0,0.0,No Win
31.0,964.0,31.0,Literature,113,2.6645906376650697,0,5.0,2.0,26.0,1.0,No Win
43.0,2905.0,31.0,Literature,103,3.0335819240752464,0,3.0,7.0,23.0,2.0,No Win
35.0,165.0,11.0,Chemistry,58,1.6989082651733862,0,3.0,1.0,34.0,0.0,No Win
39.0,2501.0,19.0,Peace,147,2.825952887542246,0,3.0,2.0,49.0,2.0,No Win
44.0,4450.0,29.0,Physics,92,3.1153918505279883,0,3.0,3.0,49.0,2.0,No Win
33.0,4146.0,23.0,Literature,13,4.455271524243058,0,1.0,1.0,41.0,2.0,No Win
42.0,0.0,20.0,Physics,67,1.907866994751914,0,1.0,3.0,20.0,3.0,No Win
42.0,4521.0,24.0,Economics,3,5.016786428828032,0,0.0,2.0,17.0,1.0,No Win
44.0,115.0,20.0,Literature,21,4.907414012597173,0,5.0,1.0,37.0,2.0,No Win
38.0,2775.0,18.0,Peace,65,3.547640578618464,0,3.0,1.0,34.0,2.0,No Win
44.0,2761.0,34.0,Chemistry,95,2.032253846402062,0,4.0,0.0,5.0,2.0,No Win
54.0,0.0,7.0,Medicine,175,4.927314661950198,0,2.0,1.0,7.0,0.0,No Win
40.0,2019.0,22.0,Peace,165,,1,9.0,4.0,40.0,3.0,No Win
44.0,3099.0,13.0,Literature,183,4.926507379674763,0,1.0,,7.0,0.0,No Win
38.0,2472.0,27.0,Physics,94,1.0,0,4.0,5.0,41.0,0.0,No Win
41.0,1036.0,36.0,Literature,34,5.025601040004141,0,3.0,2.0,43.0,1.0,No Win
37.0,2182.0,23.0,,80,5.966007311324241,0,,4.0,39.0,2.0,No Win
61.0,111.0,41.0,Literature,44,3.7014050451662155,1,0.0,1.0,10.0,1.0,No Win
47.0,1886.0,32.0,Medicine,88,5.039050657678113,1,5.0,2.0,22.0,0.0,No Win
41.0,1167.0,17.0,Peace,95,1.0,0,4.0,0.0,26.0,1.0,No Win
50.0,2784.0,18.0,Literature,124,1.1948444760140489,0,3.0,2.0,10.0,2.0,No Win
35.0,4817.0,22.0,Economics,107,8.935241741810803,0,4.0,3.0,21.0,2.0,No Win
35.0,5244.0,27.0,Economics,149,4.636513052462292,0,4.0,2.0,1.0,0.0,No Win
40.0,5510.0,57.0,Peace,41,5.5578989645433206,1,4.0,1.0,25.0,0.0,No Win
43.0,0.0,5.0,Chemistry,100,4.122194378859837,0,0.0,2.0,9.0,2.0,No Win
40.0,2267.0,31.0,Physics,30,5.47257929334566,0,4.0,2.0,41.0,1.0,No Win
31.0,2901.0,29.0,Literature,105,4.508775493151712,0,,0.0,45.0,1.0,No Win
31.0,2151.0,28.0,Economics,175,1.0,0,2.0,2.0,47.0,2.0,No Win
32.0,68.0,26.0,Peace,119,1.0,0,1.0,1.0,17.0,4.0,No Win
44.0,1122.0,20.0,Medicine,174,4.674972472592664,0,3.0,2.0,9.0,0.0,No Win
37.0,242.0,43.0,Economics,180,1.40282246553752,0,3.0,2.0,15.0,2.0,No Win
43.0,2270.0,41.0,Economics,111,3.9419915132724803,0,3.0,0.0,36.0,1.0,No Win
38.0,2040.0,35.0,Chemistry,4,4.5395060288445,0,5.0,1.0,15.0,0.0,No Win
37.0,857.0,47.0,,101,4.2274476533730425,0,5.0,0.0,6.0,3.0,No Win
39.0,183.0,33.0,Literature,132,3.0043968947401503,0,5.0,4.0,25.0,0.0,No Win
,2972.0,39.0,Medicine,174,8.863004806529233,0,3.0,0.0,49.0,0.0,No Win
37.0,3030.0,27.0,Literature,166,2.851809353674431,0,5.0,2.0,33.0,0.0,No Win
39.0,1883.0,24.0,Physics,117,3.3534302368836384,0,0.0,2.0,7.0,1.0,No Win
48.0,11.0,18.0,Medicine,17,2.779024573260826,0,4.0,2.0,23.0,0.0,No Win
37.0,0.0,24.0,Economics,76,1.0,0,2.0,3.0,9.0,1.0,No Win
47.0,1587.0,34.0,Literature,148,6.796183633171625,0,2.0,2.0,2.0,4.0,No Win
38.0,2298.0,41.0,Medicine,113,,0,2.0,2.0,18.0,1.0,No Win
42.0,1507.0,19.0,Peace,141,2.58044469272682,0,5.0,1.0,28.0,2.0,No Win
37.0,1726.0,32.0,Economics,55,8.044573539771594,0,6.0,3.0,36.0,1.0,No Win
40.0,1439.0,18.0,Chemistry,136,7.0828186555456885,0,2.0,0.0,12.0,3.0,No Win
56.0,1557.0,9.0,Economics,48,3.1214915634151352,1,3.0,3.0,25.0,0.0,No Win
43.0,411.0,17.0,Literature,50,3.4262245681416896,0,3.0,2.0,21.0,1.0,No Win
41.0,1703.0,26.0,Physics,51,1.0,0,2.0,2.0,32.0,0.0,No Win
36.0,0.0,18.0,Medicine,16,1.0,0,3.0,2.0,14.0,3.0,No Win
33.0,0.0,18.0,Chemistry,190,3.016024095411087,0,4.0,3.0,19.0,0.0,No Win
46.0,0.0,19.0,Physics,195,2.449448366997308,0,4.0,2.0,15.0,1.0,No Win
33.0,0.0,35.0,Chemistry,92,3.631456327696238,0,4.0,0.0,41.0,2.0,No Win
40.0,0.0,44.0,Literature,61,1.2500233870111135,0,1.0,2.0,34.0,1.0,No Win
37.0,3881.0,27.0,Literature,138,5.384379332369475,0,7.0,0.0,46.0,0.0,No Win
51.0,1822.0,22.0,Chemistry,82,4.5892342883042065,0,4.0,2.0,8.0,2.0,No Win
45.0,1996.0,31.0,Economics,47,2.6855982696289997,0,6.0,2.0,38.0,2.0,No Win
43.0,1560.0,35.0,Physics,9,5.365041508308712,0,6.0,3.0,39.0,1.0,No Win
42.0,2275.0,14.0,Literature,56,2.8254226477713154,0,7.0,0.0,17.0,1.0,No Win
34.0,1608.0,34.0,Medicine,164,1.4579295934944185,0,4.0,2.0,4.0,0.0,No Win
31.0,0.0,29.0,Peace,144,3.7546990346050744,0,4.0,3.0,49.0,1.0,No Win
34.0,2196.0,30.0,Physics,54,4.895766100856772,0,3.0,2.0,43.0,0.0,No Win
50.0,1525.0,19.0,Economics,83,4.575332956664344,0,3.0,1.0,28.0,1.0,No Win
47.0,678.0,33.0,Literature,107,5.867248231469339,0,6.0,0.0,26.0,0.0,No Win
39.0,375.0,22.0,Literature,71,4.745827529154186,0,5.0,1.0,1.0,1.0,No Win
39.0,,31.0,Medicine,113,3.358401036474978,0,4.0,,10.0,0.0,No Win
39.0,1137.0,22.0,Chemistry,162,1.9481490578816705,0,5.0,1.0,14.0,0.0,No Win
57.0,4051.0,11.0,Physics,45,4.523803246023533,1,4.0,2.0,28.0,0.0,No Win
39.0,2924.0,17.0,Chemistry,70,1.0073839239449653,1,3.0,1.0,37.0,0.0,No Win
34.0,1425.0,14.0,Physics,42,2.5839238744949338,0,1.0,1.0,13.0,2.0,No Win
42.0,922.0,24.0,Economics,70,5.011283805279867,0,2.0,2.0,24.0,4.0,No Win
37.0,2378.0,21.0,Peace,146,3.4017566529119287,0,3.0,1.0,40.0,0.0,No Win
48.0,864.0,17.0,Chemistry,131,3.776018143354105,0,1.0,3.0,19.0,1.0,No Win
47.0,2791.0,38.0,Literature,183,7.142015078028095,0,2.0,2.0,8.0,2.0,No Win
49.0,1540.0,23.0,Chemistry,69,5.591165359756166,1,3.0,3.0,43.0,1.0,No Win
35.0,3425.0,17.0,Medicine,149,3.2810661668219763,0,4.0,1.0,29.0,1.0,No Win
43.0,693.0,31.0,Peace,94,7.6149381721821285,0,2.0,3.0,44.0,0.0,No Win
42.0,722.0,38.0,Literature,103,3.548261469725701,0,2.0,1.0,21.0,0.0,No Win
31.0,195.0,30.0,Literature,139,2.8551746266160696,0,4.0,1.0,26.0,2.0,No Win
35.0,1949.0,38.0,Chemistry,39,6.530710656216103,0,4.0,2.0,42.0,1.0,No Win
35.0,2166.0,28.0,Medicine,8,2.58556344770929,0,4.0,0.0,1.0,1.0,No Win
35.0,1972.0,34.0,Economics,26,2.3687291877451457,0,2.0,1.0,25.0,0.0,No Win
36.0,2661.0,28.0,Literature,124,4.237698516980988,1,6.0,4.0,21.0,0.0,No Win
45.0,,29.0,Medicine,128,3.84224639093574,0,3.0,0.0,44.0,0.0,No Win
48.0,1873.0,37.0,Chemistry,48,7.679474396029786,0,2.0,2.0,45.0,0.0,No Win
46.0,2683.0,19.0,Economics,27,2.3103835702588107,0,5.0,3.0,32.0,1.0,No Win
53.0,3587.0,27.0,Physics,167,5.311882261890337,0,4.0,2.0,15.0,2.0,No Win
38.0,875.0,19.0,Literature,18,4.0457795516580894,0,2.0,1.0,10.0,5.0,No Win
44.0,2420.0,28.0,Peace,188,2.446615861315635,0,4.0,2.0,4.0,1.0,No Win
47.0,2579.0,15.0,Medicine,82,1.5964000630208335,1,1.0,2.0,26.0,2.0,No Win
41.0,1605.0,33.0,Economics,70,3.7643342602162986,0,4.0,2.0,15.0,0.0,No Win
49.0,2657.0,31.0,Physics,63,,1,1.0,4.0,29.0,1.0,No Win
38.0,3007.0,12.0,Literature,178,3.5604950781520164,0,2.0,3.0,27.0,2.0,No Win
27.0,1479.0,18.0,Economics,191,2.904657102328042,0,3.0,2.0,43.0,1.0,No Win
33.0,2448.0,15.0,Medicine,37,5.498723428755217,0,2.0,3.0,24.0,1.0,No Win
38.0,765.0,5.0,Literature,86,1.0,0,4.0,2.0,24.0,1.0,No Win
37.0,2285.0,18.0,Economics,186,3.222838301859177,0,3.0,2.0,27.0,1.0,No Win
36.0,2627.0,26.0,Medicine,190,3.6474165617610925,0,4.0,1.0,20.0,0.0,No Win
34.0,2878.0,29.0,,193,3.0275491202628078,0,3.0,1.0,23.0,0.0,No Win
43.0,4030.0,12.0,Literature,10,3.935429698023492,0,2.0,1.0,31.0,1.0,No Win
51.0,1416.0,47.0,Physics,147,3.6812050152308915,0,2.0,2.0,16.0,2.0,No Win
54.0,2847.0,18.0,Peace,195,1.905681818124073,0,2.0,0.0,20.0,2.0,No Win
41.0,696.0,24.0,Physics,191,3.5034243339180513,0,3.0,1.0,41.0,1.0,No Win
35.0,770.0,20.0,Medicine,47,3.561135426523496,0,5.0,3.0,49.0,1.0,No Win
40.0,3522.0,37.0,Literature,111,4.901227380621841,0,1.0,2.0,43.0,0.0,No Win
31.0,2567.0,38.0,Economics,105,2.3012351922281193,0,0.0,2.0,30.0,1.0,No Win
44.0,1226.0,22.0,Economics,22,5.076832227650605,0,2.0,1.0,48.0,0.0,No Win
38.0,3096.0,19.0,Medicine,164,1.7774602971301405,1,6.0,2.0,17.0,0.0,No Win
34.0,2958.0,29.0,Medicine,86,3.1020626290908466,0,2.0,0.0,42.0,1.0,No Win
50.0,0.0,33.0,Physics,115,7.741681940962037,0,2.0,1.0,17.0,0.0,No Win
37.0,2882.0,13.0,Medicine,90,3.6902644448255293,0,2.0,1.0,5.0,3.0,No Win
26.0,3284.0,41.0,Literature,23,5.26018933089484,0,4.0,0.0,43.0,1.0,No Win
47.0,,36.0,Peace,27,6.676153841432726,1,4.0,3.0,45.0,0.0,No Win
37.0,4075.0,16.0,Literature,108,9.060943825464921,0,6.0,2.0,31.0,2.0,No Win
47.0,2451.0,49.0,Physics,51,6.119318145381502,0,1.0,1.0,5.0,1.0,No Win
34.0,874.0,33.0,Economics,24,4.189464784790565,0,4.0,3.0,22.0,0.0,No Win
38.0,1498.0,27.0,Medicine,197,7.407537126649077,0,3.0,1.0,12.0,1.0,No Win
45.0,2508.0,37.0,Chemistry,142,3.2437816270941067,0,6.0,5.0,38.0,1.0,No Win
48.0,1046.0,20.0,Peace,100,3.679651154906168,0,2.0,5.0,17.0,4.0,No Win
38.0,1862.0,26.0,Chemistry,52,2.5821792818041653,1,3.0,3.0,22.0,0.0,No Win
39.0,4319.0,9.0,Chemistry,142,2.204990895183112,0,5.0,3.0,10.0,1.0,No Win
44.0,1821.0,25.0,Medicine,181,2.7634382141469294,0,1.0,0.0,25.0,1.0,No Win
26.0,2103.0,16.0,Chemistry,136,1.1050836707234897,0,3.0,2.0,31.0,1.0,No Win
52.0,3669.0,24.0,Economics,135,4.479778922110749,0,4.0,1.0,28.0,1.0,No Win
41.0,0.0,27.0,Peace,132,3.6907500195419276,1,8.0,1.0,44.0,1.0,No Win
54.0,3418.0,24.0,Chemistry,102,1.2741280519219864,1,0.0,3.0,8.0,1.0,No Win
40.0,940.0,23.0,Physics,127,3.1960549778647063,0,3.0,3.0,30.0,2.0,No Win
52.0,0.0,20.0,Peace,50,2.4049086248253975,0,2.0,3.0,12.0,3.0,No Win
64.0,761.0,23.0,Literature,117,7.183247523672288,0,2.0,1.0,33.0,0.0,No Win
36.0,2590.0,33.0,Peace,16,4.043323777594099,0,3.0,0.0,10.0,0.0,No Win
42.0,1618.0,15.0,Peace,30,1.0,0,1.0,1.0,1.0,0.0,No Win
43.0,44.0,22.0,Literature,27,3.0982039125367304,0,7.0,4.0,29.0,1.0,No Win
50.0,695.0,36.0,Chemistry,130,5.278102224948947,0,4.0,3.0,3.0,0.0,No Win
38.0,853.0,5.0,Chemistry,65,5.2141119441147925,0,4.0,4.0,29.0,3.0,No Win
41.0,1317.0,,Chemistry,21,10.289262399423656,0,2.0,3.0,28.0,2.0,No Win
35.0,1446.0,29.0,Economics,115,7.37388589221313,0,4.0,2.0,30.0,2.0,No Win
39.0,2941.0,37.0,Medicine,7,4.020058586937877,0,3.0,2.0,39.0,0.0,No Win
35.0,3485.0,17.0,Chemistry,76,1.0,1,7.0,1.0,45.0,1.0,No Win
41.0,3223.0,31.0,Medicine,95,6.706273060008032,0,2.0,2.0,14.0,0.0,No Win
37.0,473.0,23.0,Economics,175,2.280958656287954,0,5.0,3.0,10.0,0.0,No Win
36.0,3701.0,11.0,Chemistry,10,3.4520804687347573,0,2.0,2.0,24.0,1.0,No Win
35.0,4030.0,29.0,Chemistry,109,5.061521391603561,0,3.0,1.0,13.0,1.0,No Win
49.0,2140.0,5.0,Physics,132,1.0,0,3.0,0.0,40.0,0.0,No Win
44.0,2331.0,18.0,Chemistry,1,2.7998366586009125,0,3.0,3.0,1.0,1.0,No Win
47.0,2828.0,14.0,Economics,157,5.368443967692871,0,0.0,3.0,49.0,1.0,Win
37.0,3818.0,21.0,Chemistry,133,3.6676799026986906,0,1.0,1.0,46.0,0.0,No Win
45.0,0.0,9.0,Economics,51,3.3631626054521044,0,3.0,4.0,16.0,3.0,No Win
36.0,2274.0,7.0,Peace,187,4.358251907880578,0,2.0,4.0,27.0,3.0,No Win
46.0,1916.0,,Literature,82,4.433520508592295,0,7.0,2.0,26.0,5.0,No Win
45.0,4334.0,17.0,Peace,54,4.682230278870835,0,,5.0,6.0,0.0,No Win
35.0,3351.0,31.0,Literature,200,2.827012573669884,0,1.0,1.0,4.0,1.0,No Win
47.0,3235.0,34.0,Economics,21,4.707959083369892,0,4.0,2.0,24.0,1.0,No Win
35.0,574.0,29.0,Peace,182,3.095733998764267,1,6.0,1.0,21.0,2.0,No Win
40.0,1311.0,25.0,Economics,105,3.49011421072212,0,1.0,0.0,9.0,1.0,No Win
38.0,1749.0,15.0,Literature,168,5.3581531513463005,0,6.0,1.0,24.0,0.0,No Win
40.0,2071.0,38.0,Chemistry,153,6.996973118075086,1,5.0,1.0,26.0,1.0,Win
54.0,825.0,30.0,Chemistry,160,6.047298465980134,0,5.0,3.0,47.0,2.0,No Win
41.0,2084.0,21.0,Medicine,184,4.0297190123973525,0,4.0,1.0,4.0,2.0,Win
51.0,0.0,26.0,Peace,168,3.1687518670559625,0,2.0,1.0,34.0,0.0,No Win
44.0,2515.0,36.0,Peace,154,2.824601573077091,0,2.0,2.0,41.0,0.0,No Win
38.0,2605.0,12.0,Economics,129,5.243726801830578,0,4.0,3.0,10.0,0.0,No Win
53.0,983.0,6.0,Peace,20,6.838780747605565,0,5.0,3.0,5.0,0.0,No Win
36.0,2166.0,24.0,Literature,146,6.102241257272496,0,7.0,1.0,26.0,0.0,No Win
59.0,1823.0,43.0,Physics,37,4.792259436013993,1,4.0,1.0,4.0,1.0,No Win
38.0,2591.0,12.0,Peace,11,1.0,0,3.0,4.0,14.0,0.0,No Win
36.0,3265.0,22.0,Peace,119,4.983098663634234,0,2.0,1.0,42.0,3.0,No Win
42.0,1968.0,35.0,Economics,40,2.9353006952308087,0,3.0,1.0,24.0,1.0,No Win
34.0,2816.0,20.0,Chemistry,38,1.9702524714289873,0,3.0,1.0,3.0,0.0,No Win
33.0,960.0,18.0,Peace,154,6.287324223647888,1,4.0,2.0,41.0,1.0,No Win
40.0,1007.0,,Medicine,63,3.0389232238610857,0,4.0,1.0,49.0,0.0,No Win
41.0,965.0,26.0,Literature,59,1.3261108351350694,0,4.0,4.0,17.0,1.0,No Win
48.0,2457.0,37.0,Medicine,72,3.458140761262093,0,3.0,4.0,22.0,0.0,No Win
44.0,1988.0,23.0,Peace,63,4.11907019587499,1,2.0,1.0,36.0,2.0,No Win
40.0,65.0,37.0,Medicine,1,5.534615189922154,1,3.0,3.0,40.0,0.0,No Win
34.0,2497.0,26.0,Peace,63,3.5740337395451895,0,5.0,2.0,42.0,3.0,No Win
38.0,3798.0,27.0,Peace,93,1.127092462400085,0,4.0,1.0,26.0,0.0,No Win
39.0,1121.0,33.0,Peace,128,1.0,0,6.0,3.0,18.0,2.0,No Win
49.0,613.0,5.0,Chemistry,154,3.9428103072238865,0,3.0,1.0,22.0,0.0,No Win
38.0,4140.0,23.0,Medicine,65,3.7400799856251354,0,1.0,2.0,6.0,2.0,No Win
42.0,1833.0,32.0,Medicine,39,2.6928486486419843,0,2.0,3.0,32.0,2.0,No Win
30.0,2125.0,23.0,Chemistry,49,5.121111487419221,0,5.0,2.0,47.0,2.0,No Win
35.0,2919.0,28.0,Chemistry,63,2.924420172656908,1,4.0,1.0,45.0,1.0,No Win
33.0,1701.0,26.0,Economics,196,4.206345398903721,0,3.0,2.0,18.0,1.0,No Win
46.0,795.0,27.0,Peace,38,3.5477056957867177,0,2.0,2.0,13.0,1.0,No Win
38.0,0.0,9.0,Physics,36,4.278670473552335,0,3.0,1.0,6.0,2.0,No Win
44.0,1965.0,7.0,Physics,40,1.0,0,2.0,3.0,42.0,2.0,No Win
42.0,5013.0,21.0,Peace,184,1.0,0,3.0,2.0,42.0,1.0,No Win
42.0,1135.0,31.0,Medicine,68,4.275125940750652,0,5.0,3.0,12.0,0.0,No Win
43.0,1231.0,45.0,Economics,105,2.4695039620450387,0,5.0,2.0,39.0,0.0,No Win
42.0,1586.0,31.0,Physics,55,4.428788864022022,0,4.0,2.0,13.0,1.0,No Win
41.0,3306.0,25.0,Peace,154,1.891031276918251,0,1.0,2.0,28.0,1.0,No Win
47.0,2965.0,5.0,Medicine,125,2.849907505663942,0,1.0,1.0,29.0,1.0,No Win
44.0,1118.0,30.0,Medicine,196,7.821483284141197,0,3.0,3.0,11.0,0.0,No Win
36.0,2155.0,47.0,Physics,199,4.032013346462049,0,2.0,2.0,34.0,2.0,No Win
41.0,1122.0,35.0,Literature,95,2.428602092373153,0,2.0,2.0,8.0,1.0,No Win
45.0,1277.0,21.0,Literature,63,5.613967051458896,0,1.0,2.0,28.0,1.0,No Win
37.0,1338.0,16.0,Peace,142,2.647292100466763,0,1.0,2.0,31.0,0.0,No Win
38.0,2769.0,13.0,Physics,174,3.307324343573926,0,2.0,3.0,11.0,0.0,No Win
41.0,3244.0,37.0,Economics,61,6.4575676750650395,0,5.0,3.0,14.0,2.0,No Win
40.0,3054.0,21.0,Physics,182,4.7534420519521365,0,2.0,3.0,37.0,3.0,No Win
38.0,2896.0,23.0,Literature,166,6.066276339380706,0,1.0,0.0,37.0,0.0,No Win
38.0,0.0,25.0,Physics,107,2.918327443685384,0,,3.0,22.0,0.0,No Win
39.0,2835.0,26.0,Medicine,144,2.4330982317562895,0,2.0,1.0,45.0,2.0,No Win
42.0,2377.0,44.0,Medicine,140,4.557821468340872,0,0.0,1.0,27.0,2.0,No Win
30.0,3125.0,37.0,Peace,5,4.504199094813724,0,1.0,2.0,17.0,0.0,No Win
33.0,1903.0,16.0,Peace,166,2.3735549261825453,0,4.0,0.0,10.0,0.0,No Win
36.0,1861.0,23.0,Medicine,29,4.332981628359535,0,6.0,4.0,11.0,1.0,No Win
34.0,1992.0,27.0,Peace,29,5.420514761510821,0,5.0,2.0,33.0,3.0,No Win
51.0,1876.0,5.0,Economics,169,1.4230594624123651,0,0.0,3.0,16.0,1.0,No Win
38.0,3885.0,29.0,Medicine,136,6.995866661504068,0,5.0,3.0,28.0,1.0,No Win
41.0,1487.0,41.0,Physics,85,2.7267304000505317,0,2.0,3.0,30.0,0.0,No Win
52.0,2850.0,20.0,Medicine,174,2.753396339305392,0,2.0,2.0,4.0,2.0,No Win
34.0,1362.0,26.0,Chemistry,61,4.882697627294987,0,1.0,1.0,17.0,2.0,No Win
34.0,3187.0,26.0,Economics,1,4.791922975296433,0,1.0,2.0,5.0,0.0,No Win
39.0,3387.0,5.0,Literature,180,5.416169636459842,0,3.0,1.0,43.0,4.0,No Win
50.0,1661.0,15.0,Chemistry,27,1.1788543167561096,0,5.0,2.0,5.0,0.0,No Win
42.0,999.0,35.0,Chemistry,32,4.22142929153527,0,1.0,0.0,7.0,1.0,No Win
50.0,2078.0,36.0,Literature,143,2.1460198580233794,0,2.0,2.0,1.0,0.0,No Win
42.0,1951.0,11.0,Economics,187,5.368340540023416,0,2.0,2.0,35.0,0.0,No Win
29.0,2865.0,17.0,Physics,76,3.0859886527009213,1,2.0,1.0,38.0,1.0,No Win
44.0,1027.0,20.0,Literature,65,3.9501193987986833,0,4.0,1.0,44.0,0.0,No Win
48.0,382.0,24.0,Literature,162,4.597211511075067,0,4.0,2.0,11.0,1.0,No Win
31.0,4586.0,36.0,Peace,44,7.366786819065595,0,2.0,1.0,14.0,1.0,No Win
41.0,548.0,12.0,Chemistry,2,5.060680577933578,0,4.0,1.0,31.0,2.0,No Win
36.0,4069.0,5.0,Literature,151,3.036656833585213,0,1.0,2.0,10.0,2.0,No Win
